Slug,Start date,End date,Organiser,Exhibitor,Delegation,Website,Alias
securex-west-africa-2015,2015-03-24,2015-03-25,1,46,,http://www.securexwestafrica.com/,
securex-west-africa-2016,2016-03-01,2016-03-03,1,38,,http://www.securexwestafrica.com/,
securex-west-africa-2017,2017-03-21,2017-03-23,1,40,,http://www.securexwestafrica.com/,
securex-west-africa-2018,2018-03-20,2018-03-21,1,,,https://www.securexwestafrica.com/,
securex-west-africa-2019,2019-04-16,2019-04-17,1,44,,https://www.securexwestafrica.com/,
securex-west-africa-2022,2022-05-10,2022-05-12,1,124,,https://www.securexwestafrica.com/,
,,,,,,,
securing-asia-2012,2012-06-25,2012-06-27,2,20,11,http://securingasia.com/home.aspx,The Asian Homeland Security & Counter Terror Summit
securing-asia-2013,2013-06-24,2013-06-25,2,17,,http://securingasia.com/home.aspx,The Asian Homeland Security & Counter Terror Summit
securing-asia-2014,2014-07-14,2014-07-15,2,4,,http://securingasia.com/home.aspx,Securing Asia & Africa 2014;The Asian & African Homeland Security Defence and Counter Terrorism Summit
securing-asia-2015,2015-07-13,2015-07-14,2,,,http://securingasia.com/home.aspx,
,,,,,,,
security-policing-2012,2012-01-31,2012-02-02,3,336,,http://www.securityandpolicing.co.uk,
security-policing-2013,2013-03-12,2013-03-14,3,338,,http://www.securityandpolicing.co.uk,
security-policing-2014,2014-03-11,2014-03-13,3,348,,http://www.securityandpolicing.co.uk,
security-policing-2015,2015-03-10,2015-03-12,3,375,,http://www.securityandpolicing.co.uk,
security-policing-2016,2016-03-08,2016-03-10,3,360,,http://www.securityandpolicing.co.uk,
security-policing-2017,2017-03-07,2017-03-09,3,313,,http://www.securityandpolicing.co.uk,
security-policing-2018,2018-03-06,2018-03-08,3,297,64,http://www.securityandpolicing.co.uk,
security-policing-2019,2019-03-05,2019-03-07,4,270,62,http://www.securityandpolicing.co.uk,
security-policing-2020,2020-03-03,2020-03-05,4,300,66,http://www.securityandpolicing.co.uk,
security-policing-2021,2021-03-09,2021-03-11,4,117,,https://www.securityandpolicing.co.uk,
security-policing-2022,2022-03-15,2022-03-17,4,332,68,http://www.securityandpolicing.co.uk,
,,,,,,,
seoul-adex-2005,2005-10-18,2005-10-23,,,,http://www.seouladex.com/eng/about/history.php,5th Seoul International Aerospace & Defense Exhibition 2005
seoul-adex-2007,2007-10-16,2007-10-21,,,,http://www.seouladex.com/eng/about/history.php,6th Seoul International Aerospace & Defense Exhibition 2007
seoul-adex-2009,2009-10-20,2009-10-25,,,,http://www.seouladex.com/eng/about/history.php,7th Seoul International Aerospace & Defense Exhibition 2009
seoul-adex-2011,2011-10-18,2011-10-23,,,,http://www.seouladex.com/eng/about/history.php,8th Seoul International Aerospace & Defense Exhibition 2011
seoul-adex-2013,2013-10-25,2013-11-01,,,,http://www.seouladex.com/eng/#,Seoul International Aerospace & Defense Exhibition 2013
seoul-adex-2015,2015-10-20,2015-10-25,,,,http://seouladex.com/kor/main.asp,Seoul International Aerospace & Defense Exhibition 2015
seoul-adex-2017,2017-10-17,2017-10-22,1,405,,http://www.seouladex.com/exhibitor/eng/main.asp,Seoul International Aerospace & Defense Exhibition 2017
seoul-adex-2019,2019-10-15,2019-10-20,,517,,https://seouladex.com/intro.asp,Seoul International Aerospace & Defense Exhibition 2017
seoul-adex-2021,2021-10-19,2021-10-24,,440,,https://seouladex.com/eng/main/main.php,Seoul International Aerospace & Defense Exhibition 2021
seoul-adex-2023,2023-10-17,2023-10-22,,,,https://seouladex.com/,Seoul International Aerospace & Defense Exhibition 2023
,,,,,,,
sofex-2000,2000-04-17,2000-04-17,,,,https://www.pravda.com.ua/news/2002/04/15/2988238/,SOFEX Jordan;3rd Special Operations Forces Exhibition & Conference
sofex-2002,2002-10-14,2002-10-17,,,,https://gulfnews.com/uae/gec-to-stage-sofex-2002-in-amman-next-october-1.429053,SOFEX Jordan;4th Special Operations Forces Exhibition & Conference
sofex-2004,2004-04-26,2004-04-29,,224,,http://www.sofexjordan.com/about-frame.htm,SOFEX Jordan;5th Special Operations Forces Exhibition & Conference
sofex-2006,2006-03-27,2006-03-30,,281,,http://www.sofexjordan.com/aboutus.shtm,SOFEX Jordan;6th Special Operations Forces Exhibition & Conference
sofex-2008,2008-03-31,2008-04-03,,,,http://www.sofexjordan.com/,SOFEX Jordan;7th Special Operations Forces Exhibition & Conference
sofex-2010,2010-05-10,2010-05-13,,345,64,http://sofexjordan.com,SOFEX Jordan;8th Special Operations Forces Exhibition & Conference
sofex-2012,2012-05-07,2012-05-10,,312,64,http://www.sofexjordan.com/,SOFEX Jordan;9th Special Operations Forces Exhibition & Conference
sofex-2014,2014-05-05,2014-05-08,,373,64,http://www.sofexjordan.com/,SOFEX Jordan;X Special Operations Forces Exhibition & Conference
sofex-2016,2016-05-09,2016-05-12,,342,,http://sofexjordan.com/,SOFEX Jordan;XI Special Operations Forces Exhibition & Conference
sofex-2018,2018-05-07,2018-05-10,1,334,,http://sofexjordan.com/,SOFEX Jordan;XII Special Operations Forces Exhibition & Conference
sofex-2022,2022-10-31,2022-11-03,,,,http://sofexjordan.com,SOFEX Jordan;XIII Special Operations Forces Exhibition & Conference
,,,,,,,
udt-1999,1999-06-29,1999-07-01,,,,http://www.udtnet.com/europe/,Undersea Defence Technology
udt-2000,2000-06-29,2000-07-01,1,70,,http://www.udtnet.com/europe/,Undersea Defence Technology;UDT Europe
udt-2001,2001-06-26,2001-06-28,1,88,,http://www.udtnet.com/europe/,Undersea Defence Technology;UDT Europe
udt-2002,2002-06-18,2002-06-20,1,97,,http://www.udtnet.com/europe/,Undersea Defence Technology;UDT Europe
udt-2003,2003-06-24,2003-06-26,1,73,,http://www.udt-europe.com/,Undersea Defence Technology;UDT Europe
udt-2004,2004-06-23,2004-06-25,1,82,,http://www.udt-europe.com/,Undersea Defence Technology;UDT Europe
udt-2005,2005-06-21,2005-06-23,1,87,,http://www.udt-europe.com/,Undersea Defence Technology;UDT Europe
udt-2006,2006-06-27,2006-06-29,1,108,,http://www.udt-europe.com/exhibition/,Undersea Defence Technology;UDT Europe
udt-2007,2007-06-05,2007-06-07,1,108,,http://www.udt-europe.com/,Undersea Defence Technology;UDT Europe
udt-2008,2008-07-10,2008-07-12,1,117,,http://www.udt-europe.com/homepage.asp?m_pid=0&m_nid=20907,Undersea Defence Technology;UDT Europe
udt-2009,2009-06-09,2009-06-11,1,106,,http://www.udt-europe.com/homepage.asp,Undersea Defence Technology;UDT Europe
udt-2010,2010-06-08,2010-06-10,1,,,www.udt-europe.com/ http://www.bvents.com/event/261937-udt-europe-2010,Undersea Defence Technology;UDT Europe
udt-2011,2011-06-07,2011-06-09,1,,,http://www.udt-europe.com/,Undersea Defence Technology;UDT Europe
udt-2012,2012-05-29,2012-05-31,1,,,http://www.udt-global.com/,Undersea Defence Technology;UDT Global
udt-2013,2013-06-18,2013-06-20,1,,,http://www.udt-global.com/,Undersea Defence Technology;UDT Global
udt-2014,2014-06-10,2014-06-10,1,79,,https://www.udt-global.com/,Undersea Defence Technology;UDT Global
udt-2015,2015-06-03,2015-06-05,1,,,https://www.udt-global.com/,Undersea Defence Technology;UDT Global
udt-2016,2016-06-01,2016-06-03,1,74,,https://www.udt-global.com/,Undersea Defence Technology;UDT Global
udt-2017,2017-05-30,2017-06-01,1,,,http://www.udt-global.com/,Undersea Defence Technology;UDT Global
udt-2018,2018-06-26,2018-06-28,1,111,,https://www.udt-global.com/,Undersea Defence Technology;UDT Global
udt-2019,2019-05-13,2019-05-15,1,79,,https://www.udt-global.com/,Undersea Defence Technology;UDT Global
udt-2022,2022-06-07,2022-06-09,1,99,,https://www.udt-global.com/,Undersea Defence Technology;UDT Global
,,,,,,,
udt-asia-2003,2003-11-12,2003-11-14,1,14,,http://www.udt-asia.com/exhibitors/,Undersea Defence Technology Asia;IMDEX
udt-asia-2011,2011-11-30,2011-12-01,1,8,,http://www.udt-asia.com/,Undersea Defence Technology Asia
udt-asia-2016,2016-01-19,2016-01-20,1,11,,http://www.udt-asia.com/,Undersea Defence Technology Asia
udt-asia-2017,2017-01-17,2017-01-18,1,9,,http://www.udt-asia.com/,Undersea Defence Technology Asia
,,,,,,,
udt-hawaii-2001,2001-10-30,2001-11-01,1,31,,http://www.udtnet.com/hawaii/,Undersea Defence Technology Hawaii
udt-hawaii-2004,2004-10-19,2004-10-21,1,34,,http://www.udt-hawaii.com/,Undersea Defence Technology Hawaii
,,,,,,,
udt-korea-2002,2002-10-08,2002-10-10,1,28,11,http://www.udt-korea.com/,Undersea Defence Technology Korea
,,,,,,,
udt-pacific-2000,2000-02-07,2000-02-09,1,41,,http://www.udtnet.com/pacific/,Undersea Defence Technology Pacific
udt-pacific-2006,2006-12-06,2006-12-08,1,58,,http://www.udt-pacific.com/,Undersea Defence Technology Pacific
udt-pacific-2008,2008-11-04,2008-11-06,1,,,http://www.udt-pacific.com/homepage.asp,Undersea Defence Technology Pacific;UDT Asia/Pacific
,,,,,,,
world-defense-show-2022,2022-03-06,2022-03-09,,403,,https://worlddefenseshow.com,
